url_path,views_total,views_unique
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric/fabric/Readme-shell.md,117,23
/microsoft/Azure-Analytics-and-AI-Engagement,87,48
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric2.0/fabric/Readme-shell.md,83,15
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/microsoft/Azure-Analytics-and-AI-Engagement,25,9
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric/fabric,24,8
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/README.md,18,7
/microsoft/Azure-Analytics-and-AI-Engagement/blob/build-lab-2024/build24/Setup-instructions.md,17,4
/microsoft/Azure-Analytics-and-AI-Engagement/blob/sustainability2.0/sustainability/Readme-Shell.md,16,4
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/traffic,15,5
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/Manufacturing/Readme-shell.md,14,6
