time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-01 00:00:00+00:00,14,7,22,7
2025-03-02 00:00:00+00:00,6,6,69,12
2025-03-03 00:00:00+00:00,9,8,91,24
2025-03-04 00:00:00+00:00,16,10,145,23
2025-03-05 00:00:00+00:00,13,7,127,26
2025-03-06 00:00:00+00:00,9,6,32,18
2025-03-07 00:00:00+00:00,12,8,94,13
2025-03-08 00:00:00+00:00,6,6,8,6
2025-03-09 00:00:00+00:00,12,7,74,7
2025-03-10 00:00:00+00:00,8,8,72,21
2025-03-11 00:00:00+00:00,11,7,44,10
2025-03-12 00:00:00+00:00,7,6,94,18
2025-03-13 00:00:00+00:00,8,7,47,15
2025-03-14 00:00:00+00:00,11,6,51,10
