url_path,views_total,views_unique
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric/fabric/Readme-shell.md,206,71
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric2.0/fabric/Readme-shell.md,128,37
/microsoft/Azure-Analytics-and-AI-Engagement,102,59
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric2.0/fabric,61,13
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/microsoft/Azure-Analytics-and-AI-Engagement,40,10
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric2.0,37,22
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric2.0/fabric/artifacts,36,7
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric/fabric,35,11
/microsoft/Azure-Analytics-and-AI-Engagement/blob/healthcare2/healthcare2/Readme-shell.md,33,11
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/Manufacturing/Readme-shell.md,29,14
