time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-20 00:00:00+00:00,2,2,76,19
2025-01-21 00:00:00+00:00,1,1,87,15
2025-01-22 00:00:00+00:00,1,1,49,14
2025-01-23 00:00:00+00:00,1,1,86,17
2025-01-24 00:00:00+00:00,1,1,130,21
2025-01-25 00:00:00+00:00,2,2,8,4
2025-01-26 00:00:00+00:00,3,2,34,5
2025-01-27 00:00:00+00:00,1,1,57,15
2025-01-28 00:00:00+00:00,4,2,139,20
2025-01-29 00:00:00+00:00,2,1,195,24
2025-01-30 00:00:00+00:00,8,6,84,26
2025-01-31 00:00:00+00:00,15,10,101,14
2025-02-01 00:00:00+00:00,8,6,8,3
2025-02-02 00:00:00+00:00,3,3,1,1
