url_path,views_total,views_unique
/microsoft/Azure-Analytics-and-AI-Engagement/blob/ignite-lab/ignite/Readme-Shell.md,133,50
/microsoft/Azure-Analytics-and-AI-Engagement,95,58
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric/fabric/Readme-shell.md,44,16
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/microsoft/Azure-Analytics-and-AI-Engagement,33,12
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/Manufacturing,25,6
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/Manufacturing/Readme-shell.md,24,11
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/CDP-Retail/HOL-step-by-step.md,20,6
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric/fabric,20,4
/microsoft/Azure-Analytics-and-AI-Engagement/issues/117,17,16
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/CDP-Retail,15,5
