url_path,views_total,views_unique
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric/fabric/Readme-shell.md,119,22
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric2.0/fabric/Readme-shell.md,110,19
/microsoft/Azure-Analytics-and-AI-Engagement,107,68
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/microsoft/Azure-Analytics-and-AI-Engagement,28,10
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/Manufacturing/Readme-shell.md,28,6
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/README.md,26,6
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric2.0/fabric,24,6
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric/fabric,20,6
/microsoft/Azure-Analytics-and-AI-Engagement/branches/all,18,1
/microsoft/Azure-Analytics-and-AI-Engagement/blob/sustainability2.0/sustainability/Readme-Shell.md,16,8
