time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-11 00:00:00+00:00,5,4,110,17
2024-04-12 00:00:00+00:00,7,5,140,22
2024-04-13 00:00:00+00:00,6,5,19,8
2024-04-14 00:00:00+00:00,4,4,72,7
2024-04-15 00:00:00+00:00,12,9,168,20
2024-04-16 00:00:00+00:00,11,7,167,19
2024-04-17 00:00:00+00:00,7,5,93,22
2024-04-18 00:00:00+00:00,11,6,159,24
2024-04-19 00:00:00+00:00,8,6,33,7
2024-04-20 00:00:00+00:00,10,5,13,4
2024-04-21 00:00:00+00:00,13,8,21,6
2024-04-22 00:00:00+00:00,8,6,75,14
2024-04-23 00:00:00+00:00,7,6,172,25
2024-04-24 00:00:00+00:00,1,1,147,22
