url_path,views_total,views_unique
/microsoft/Azure-Analytics-and-AI-Engagement,122,65
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/README.md,39,27
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric2.0/fabric/Readme-shell.md,32,15
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric/fabric/Readme-shell.md,25,17
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/microsoft/Azure-Analytics-and-AI-Engagement,19,12
/microsoft/Azure-Analytics-and-AI-Engagement/blob/sustainability2.0/sustainability/Readme-Shell.md,18,7
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric2.0/fabric,17,10
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric2.0,17,8
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/Manufacturing/Readme-shell.md,13,11
/microsoft/Azure-Analytics-and-AI-Engagement/tree/sustainability2.0,13,6
