time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-02 00:00:00+00:00,3.0,2.0,71,13
2024-09-03 00:00:00+00:00,2.0,2.0,89,10
2024-09-04 00:00:00+00:00,3.0,3.0,99,13
2024-09-05 00:00:00+00:00,1.0,1.0,123,21
2024-09-06 00:00:00+00:00,4.0,4.0,122,14
2024-09-07 00:00:00+00:00,5.0,4.0,35,4
2024-09-08 00:00:00+00:00,2.0,2.0,35,7
2024-09-09 00:00:00+00:00,4.0,2.0,42,14
2024-09-10 00:00:00+00:00,2.0,2.0,135,18
2024-09-11 00:00:00+00:00,7.0,6.0,112,23
2024-09-12 00:00:00+00:00,3.0,3.0,123,16
2024-09-13 00:00:00+00:00,2.0,2.0,60,18
2024-09-14 00:00:00+00:00,1.0,1.0,73,8
2024-09-15 00:00:00+00:00,,,36,7
