time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-19 00:00:00+00:00,5.0,2.0,27,11
2024-10-20 00:00:00+00:00,3.0,3.0,9,5
2024-10-21 00:00:00+00:00,3.0,3.0,188,23
2024-10-22 00:00:00+00:00,1.0,1.0,89,24
2024-10-23 00:00:00+00:00,2.0,2.0,94,21
2024-10-24 00:00:00+00:00,7.0,4.0,78,22
2024-10-25 00:00:00+00:00,1.0,1.0,130,25
2024-10-26 00:00:00+00:00,3.0,2.0,14,6
2024-10-27 00:00:00+00:00,4.0,3.0,10,7
2024-10-28 00:00:00+00:00,3.0,3.0,178,27
2024-10-29 00:00:00+00:00,3.0,3.0,85,23
2024-10-30 00:00:00+00:00,2.0,2.0,48,18
2024-10-31 00:00:00+00:00,6.0,5.0,25,6
2024-11-01 00:00:00+00:00,,,7,6
