time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-10 00:00:00+00:00,5.0,2.0,79,22
2024-12-11 00:00:00+00:00,2.0,2.0,108,21
2024-12-12 00:00:00+00:00,5.0,3.0,129,25
2024-12-13 00:00:00+00:00,7.0,4.0,70,16
2024-12-14 00:00:00+00:00,2.0,2.0,3,3
2024-12-15 00:00:00+00:00,2.0,2.0,34,7
2024-12-16 00:00:00+00:00,2.0,2.0,27,15
2024-12-17 00:00:00+00:00,8.0,6.0,36,13
2024-12-18 00:00:00+00:00,3.0,3.0,17,7
2024-12-19 00:00:00+00:00,2.0,2.0,9,5
2024-12-20 00:00:00+00:00,5.0,3.0,9,4
2024-12-21 00:00:00+00:00,1.0,1.0,17,5
2024-12-22 00:00:00+00:00,4.0,4.0,20,4
2024-12-23 00:00:00+00:00,,,151,12
