time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-09 00:00:00+00:00,4,2,4,4
2024-11-10 00:00:00+00:00,1,1,2,2
2024-11-11 00:00:00+00:00,1,1,49,19
2024-11-12 00:00:00+00:00,3,2,43,14
2024-11-13 00:00:00+00:00,3,3,86,18
2024-11-14 00:00:00+00:00,1,1,140,31
2024-11-15 00:00:00+00:00,4,4,138,16
2024-11-16 00:00:00+00:00,1,1,11,6
2024-11-17 00:00:00+00:00,1,1,10,10
2024-11-18 00:00:00+00:00,2,2,137,59
2024-11-19 00:00:00+00:00,1,1,169,36
2024-11-20 00:00:00+00:00,3,3,66,33
2024-11-21 00:00:00+00:00,2,2,70,23
2024-11-22 00:00:00+00:00,3,3,65,19
