url_path,views_total,views_unique
/microsoft/Azure-Analytics-and-AI-Engagement,118,65
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric2.0/fabric/Readme-shell.md,71,29
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric/fabric/Readme-shell.md,52,29
/microsoft/Azure-Analytics-and-AI-Engagement/issues,28,5
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/README.md,26,17
/microsoft/Azure-Analytics-and-AI-Engagement/blob/healthcare2/healthcare2/Readme-shell.md,23,7
/microsoft/Azure-Analytics-and-AI-Engagement/tree/healthcare2/healthcare2,23,1
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric/fabric,18,9
/microsoft/Azure-Analytics-and-AI-Engagement/blob/ignite-lab-2024/lab24/Readme-Shell.md,17,8
/microsoft/Azure-Analytics-and-AI-Engagement/tree/sustainability2.0/sustainability,17,2
