time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-05 00:00:00+00:00,2,2,60,14
2024-12-06 00:00:00+00:00,2,2,44,7
2024-12-07 00:00:00+00:00,2,2,10,7
2024-12-08 00:00:00+00:00,2,2,16,7
2024-12-09 00:00:00+00:00,3,2,71,24
2024-12-10 00:00:00+00:00,5,2,79,22
2024-12-11 00:00:00+00:00,2,2,108,21
2024-12-12 00:00:00+00:00,5,3,129,25
2024-12-13 00:00:00+00:00,7,4,70,16
2024-12-14 00:00:00+00:00,2,2,3,3
2024-12-15 00:00:00+00:00,2,2,34,7
2024-12-16 00:00:00+00:00,2,2,27,15
2024-12-17 00:00:00+00:00,8,6,36,13
2024-12-18 00:00:00+00:00,1,1,17,7
