time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-28 00:00:00+00:00,3.0,3.0,178,27
2024-10-29 00:00:00+00:00,3.0,3.0,85,23
2024-10-30 00:00:00+00:00,2.0,2.0,48,18
2024-10-31 00:00:00+00:00,6.0,5.0,25,6
2024-11-01 00:00:00+00:00,4.0,2.0,10,7
2024-11-02 00:00:00+00:00,4.0,4.0,8,2
2024-11-03 00:00:00+00:00,8.0,5.0,45,12
2024-11-04 00:00:00+00:00,6.0,5.0,18,15
2024-11-05 00:00:00+00:00,8.0,4.0,40,14
2024-11-06 00:00:00+00:00,3.0,3.0,79,29
2024-11-07 00:00:00+00:00,4.0,4.0,90,27
2024-11-08 00:00:00+00:00,2.0,2.0,48,17
2024-11-09 00:00:00+00:00,4.0,2.0,4,4
2024-11-10 00:00:00+00:00,,,2,2
