url_path,views_total,views_unique
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric/fabric/Readme-shell.md,135,28
/microsoft/Azure-Analytics-and-AI-Engagement,116,65
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric2.0/fabric/Readme-shell.md,97,19
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/microsoft/Azure-Analytics-and-AI-Engagement,35,14
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/README.md,32,9
/microsoft/Azure-Analytics-and-AI-Engagement/blob/build-lab-2024/build24/Setup-instructions.md,24,4
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric/fabric,23,8
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/Manufacturing/Readme-shell.md,22,9
/microsoft/Azure-Analytics-and-AI-Engagement/blob/sustainability2.0/sustainability/Readme-Shell.md,20,6
/microsoft/Azure-Analytics-and-AI-Engagement/branches/all,18,1
