time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-05 00:00:00+00:00,7.0,3.0,168,11
2024-06-06 00:00:00+00:00,9.0,5.0,36,12
2024-06-07 00:00:00+00:00,5.0,3.0,31,8
2024-06-08 00:00:00+00:00,7.0,6.0,9,4
2024-06-09 00:00:00+00:00,4.0,3.0,34,6
2024-06-10 00:00:00+00:00,13.0,8.0,93,13
2024-06-11 00:00:00+00:00,10.0,6.0,90,14
2024-06-12 00:00:00+00:00,13.0,10.0,158,56
2024-06-13 00:00:00+00:00,1.0,1.0,123,29
2024-06-14 00:00:00+00:00,4.0,4.0,153,14
2024-06-15 00:00:00+00:00,5.0,5.0,17,5
2024-06-16 00:00:00+00:00,1.0,1.0,19,6
2024-06-17 00:00:00+00:00,10.0,6.0,44,10
2024-06-18 00:00:00+00:00,,,56,15
