time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-18 00:00:00+00:00,2,2,137,59
2024-11-19 00:00:00+00:00,1,1,169,36
2024-11-20 00:00:00+00:00,3,3,66,33
2024-11-21 00:00:00+00:00,2,2,70,23
2024-11-22 00:00:00+00:00,5,5,65,19
2024-11-23 00:00:00+00:00,4,3,15,8
2024-11-24 00:00:00+00:00,2,2,36,4
2024-11-25 00:00:00+00:00,3,2,57,21
2024-11-26 00:00:00+00:00,6,4,65,18
2024-11-27 00:00:00+00:00,5,3,76,22
2024-11-28 00:00:00+00:00,5,4,42,13
2024-11-29 00:00:00+00:00,2,2,28,11
2024-11-30 00:00:00+00:00,1,1,39,10
2024-12-01 00:00:00+00:00,3,2,19,4
