url_path,views_total,views_unique
/microsoft/Azure-Analytics-and-AI-Engagement,97,62
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric/fabric/Readme-shell.md,74,28
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric2.0/fabric/Readme-shell.md,29,15
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/Manufacturing,22,11
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/CDP-Retail/artifacts/environment-setup/notebooks/1%20Products%20Recommendation.ipynb,20,2
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/CDP-Retail,19,12
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric/fabric/PowerBI%20Copilot/Copilot%20TDM%20Demonstration.md,16,5
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/Manufacturing/Power%20BI%20Embedding.md,14,10
/microsoft/Azure-Analytics-and-AI-Engagement/blob/retail2.0/retail/Readme-shell.md,14,9
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/Manufacturing/Readme-shell.md,13,9
