time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-24 00:00:00+00:00,10,5,243,21
2024-05-25 00:00:00+00:00,8,7,7,5
2024-05-26 00:00:00+00:00,9,5,15,8
2024-05-27 00:00:00+00:00,8,6,252,21
2024-05-28 00:00:00+00:00,4,3,40,20
2024-05-29 00:00:00+00:00,4,3,168,13
2024-05-30 00:00:00+00:00,4,3,240,19
2024-05-31 00:00:00+00:00,12,8,313,14
2024-06-01 00:00:00+00:00,3,2,49,6
2024-06-02 00:00:00+00:00,7,5,14,7
2024-06-03 00:00:00+00:00,15,9,111,19
2024-06-04 00:00:00+00:00,5,4,97,15
2024-06-05 00:00:00+00:00,7,3,168,11
2024-06-06 00:00:00+00:00,2,2,34,11
