time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-03 00:00:00+00:00,1,1,19,8
2024-08-04 00:00:00+00:00,3,3,15,5
2024-08-05 00:00:00+00:00,3,2,269,23
2024-08-06 00:00:00+00:00,2,2,174,33
2024-08-07 00:00:00+00:00,4,4,147,20
2024-08-08 00:00:00+00:00,3,3,92,21
2024-08-09 00:00:00+00:00,3,3,144,18
2024-08-10 00:00:00+00:00,4,4,37,8
2024-08-11 00:00:00+00:00,3,3,17,2
2024-08-12 00:00:00+00:00,3,3,246,21
2024-08-13 00:00:00+00:00,2,2,218,24
2024-08-14 00:00:00+00:00,1,1,65,9
2024-08-15 00:00:00+00:00,3,3,13,7
2024-08-16 00:00:00+00:00,3,2,55,5
