time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-04 00:00:00+00:00,5.0,4.0,136,27
2024-03-05 00:00:00+00:00,3.0,3.0,105,16
2024-03-06 00:00:00+00:00,20.0,9.0,347,37
2024-03-07 00:00:00+00:00,5.0,5.0,240,21
2024-03-08 00:00:00+00:00,18.0,9.0,189,18
2024-03-09 00:00:00+00:00,10.0,9.0,8,3
2024-03-10 00:00:00+00:00,8.0,6.0,101,7
2024-03-11 00:00:00+00:00,9.0,7.0,401,63
2024-03-12 00:00:00+00:00,12.0,10.0,158,43
2024-03-13 00:00:00+00:00,5.0,4.0,189,35
2024-03-14 00:00:00+00:00,6.0,4.0,176,37
2024-03-15 00:00:00+00:00,7.0,4.0,162,13
2024-03-16 00:00:00+00:00,7.0,6.0,55,9
2024-03-17 00:00:00+00:00,,,31,13
