time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-29 00:00:00+00:00,2.0,2.0,28,11
2024-11-30 00:00:00+00:00,1.0,1.0,39,10
2024-12-01 00:00:00+00:00,7.0,6.0,20,4
2024-12-02 00:00:00+00:00,4.0,3.0,106,25
2024-12-03 00:00:00+00:00,8.0,5.0,69,24
2024-12-04 00:00:00+00:00,3.0,2.0,88,18
2024-12-05 00:00:00+00:00,2.0,2.0,60,14
2024-12-06 00:00:00+00:00,2.0,2.0,44,7
2024-12-07 00:00:00+00:00,2.0,2.0,10,7
2024-12-08 00:00:00+00:00,2.0,2.0,16,7
2024-12-09 00:00:00+00:00,3.0,2.0,71,24
2024-12-10 00:00:00+00:00,5.0,2.0,79,22
2024-12-11 00:00:00+00:00,2.0,2.0,108,21
2024-12-12 00:00:00+00:00,,,86,24
