time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-30 00:00:00+00:00,4,4,129,10
2024-08-31 00:00:00+00:00,3,3,3,3
2024-09-01 00:00:00+00:00,2,2,35,5
2024-09-02 00:00:00+00:00,3,2,71,13
2024-09-03 00:00:00+00:00,2,2,89,10
2024-09-04 00:00:00+00:00,3,3,99,13
2024-09-05 00:00:00+00:00,1,1,123,21
2024-09-06 00:00:00+00:00,4,4,122,14
2024-09-07 00:00:00+00:00,5,4,35,4
2024-09-08 00:00:00+00:00,2,2,35,7
2024-09-09 00:00:00+00:00,4,2,42,14
2024-09-10 00:00:00+00:00,2,2,135,18
2024-09-11 00:00:00+00:00,7,6,112,23
2024-09-12 00:00:00+00:00,2,2,123,16
