url_path,views_total,views_unique
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric2.0/fabric/Readme-shell.md,87,48
/microsoft/Azure-Analytics-and-AI-Engagement,81,54
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric/fabric/Readme-shell.md,54,27
/microsoft/Azure-Analytics-and-AI-Engagement/blob/healthcare2/healthcare2/Readme-shell.md,17,12
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric2.0,16,10
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric2.0/fabric,13,9
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/CDP-Retail,13,7
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric,13,6
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric2.0/README.md,12,6
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/microsoft/Azure-Analytics-and-AI-Engagement,11,11
