time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-05 00:00:00+00:00,3,3,8,5
2025-01-06 00:00:00+00:00,4,3,21,10
2025-01-07 00:00:00+00:00,3,2,118,14
2025-01-08 00:00:00+00:00,3,2,59,11
2025-01-09 00:00:00+00:00,4,2,48,17
2025-01-10 00:00:00+00:00,3,3,29,16
2025-01-11 00:00:00+00:00,1,1,6,3
2025-01-12 00:00:00+00:00,1,1,15,6
2025-01-13 00:00:00+00:00,1,1,41,14
2025-01-14 00:00:00+00:00,2,2,112,33
2025-01-15 00:00:00+00:00,1,1,104,19
2025-01-16 00:00:00+00:00,1,1,93,23
2025-01-17 00:00:00+00:00,8,6,204,20
2025-01-18 00:00:00+00:00,4,3,49,6
