time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-28 00:00:00+00:00,8.0,7.0,39,11
2024-04-29 00:00:00+00:00,11.0,8.0,204,19
2024-04-30 00:00:00+00:00,4.0,3.0,126,16
2024-05-01 00:00:00+00:00,8.0,7.0,65,14
2024-05-02 00:00:00+00:00,11.0,7.0,159,22
2024-05-03 00:00:00+00:00,12.0,8.0,84,13
2024-05-04 00:00:00+00:00,7.0,6.0,147,10
2024-05-05 00:00:00+00:00,9.0,5.0,20,6
2024-05-06 00:00:00+00:00,18.0,13.0,143,19
2024-05-07 00:00:00+00:00,7.0,6.0,84,24
2024-05-08 00:00:00+00:00,4.0,4.0,120,19
2024-05-09 00:00:00+00:00,12.0,10.0,115,15
2024-05-10 00:00:00+00:00,14.0,8.0,247,15
2024-05-11 00:00:00+00:00,,,6,2
