url_path,views_total,views_unique
/microsoft/Azure-Analytics-and-AI-Engagement/blob/ignite-lab/ignite/Readme-Shell.md,142,47
/microsoft/Azure-Analytics-and-AI-Engagement,95,57
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric/fabric/Readme-shell.md,54,21
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/microsoft/Azure-Analytics-and-AI-Engagement,22,6
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/CDP-Retail/HOL-step-by-step.md,20,5
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric/fabric,20,4
/microsoft/Azure-Analytics-and-AI-Engagement/blob/retail2.0/retail/Readme-shell.md,18,5
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/Manufacturing,17,6
/microsoft/Azure-Analytics-and-AI-Engagement/issues/117,13,13
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/HealthCare,12,5
