time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-19 00:00:00+00:00,2,2,180,16
2024-07-20 00:00:00+00:00,8,3,6,3
2024-07-21 00:00:00+00:00,1,1,53,7
2024-07-22 00:00:00+00:00,1,1,134,19
2024-07-23 00:00:00+00:00,2,2,281,18
2024-07-24 00:00:00+00:00,5,3,148,26
2024-07-25 00:00:00+00:00,4,2,342,16
2024-07-26 00:00:00+00:00,2,2,159,17
2024-07-27 00:00:00+00:00,1,1,7,5
2024-07-28 00:00:00+00:00,2,2,33,2
2024-07-29 00:00:00+00:00,6,5,86,10
2024-07-30 00:00:00+00:00,3,3,315,24
2024-07-31 00:00:00+00:00,6,4,394,35
2024-08-01 00:00:00+00:00,1,1,141,20
