time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-06 00:00:00+00:00,4.0,3.0,4,3
2024-10-07 00:00:00+00:00,3.0,2.0,74,15
2024-10-08 00:00:00+00:00,4.0,3.0,77,17
2024-10-09 00:00:00+00:00,1.0,1.0,118,18
2024-10-10 00:00:00+00:00,4.0,2.0,100,22
2024-10-11 00:00:00+00:00,5.0,4.0,121,18
2024-10-12 00:00:00+00:00,2.0,2.0,3,2
2024-10-13 00:00:00+00:00,2.0,2.0,14,5
2024-10-14 00:00:00+00:00,4.0,3.0,162,22
2024-10-15 00:00:00+00:00,12.0,7.0,120,23
2024-10-16 00:00:00+00:00,11.0,7.0,254,36
2024-10-17 00:00:00+00:00,2.0,2.0,150,29
2024-10-18 00:00:00+00:00,6.0,3.0,117,28
2024-10-19 00:00:00+00:00,,,27,11
