time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-27 00:00:00+00:00,8.0,6.0,252,21
2024-05-28 00:00:00+00:00,4.0,3.0,40,20
2024-05-29 00:00:00+00:00,4.0,3.0,168,13
2024-05-30 00:00:00+00:00,4.0,3.0,240,19
2024-05-31 00:00:00+00:00,12.0,8.0,313,14
2024-06-01 00:00:00+00:00,3.0,2.0,49,6
2024-06-02 00:00:00+00:00,7.0,5.0,14,7
2024-06-03 00:00:00+00:00,15.0,9.0,111,19
2024-06-04 00:00:00+00:00,5.0,4.0,97,15
2024-06-05 00:00:00+00:00,7.0,3.0,168,11
2024-06-06 00:00:00+00:00,9.0,5.0,36,12
2024-06-07 00:00:00+00:00,5.0,3.0,31,8
2024-06-08 00:00:00+00:00,7.0,6.0,9,4
2024-06-09 00:00:00+00:00,,,34,6
