time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-08 00:00:00+00:00,2.0,2.0,35,7
2024-09-09 00:00:00+00:00,4.0,2.0,42,14
2024-09-10 00:00:00+00:00,2.0,2.0,135,18
2024-09-11 00:00:00+00:00,7.0,6.0,112,23
2024-09-12 00:00:00+00:00,3.0,3.0,123,16
2024-09-13 00:00:00+00:00,2.0,2.0,60,18
2024-09-14 00:00:00+00:00,1.0,1.0,73,8
2024-09-15 00:00:00+00:00,2.0,2.0,36,7
2024-09-16 00:00:00+00:00,6.0,4.0,175,23
2024-09-17 00:00:00+00:00,6.0,5.0,174,30
2024-09-18 00:00:00+00:00,5.0,4.0,274,30
2024-09-19 00:00:00+00:00,3.0,3.0,115,16
2024-09-20 00:00:00+00:00,3.0,3.0,43,7
2024-09-21 00:00:00+00:00,,,4,2
