url_path,views_total,views_unique
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric/fabric/Readme-shell.md,110,36
/microsoft/Azure-Analytics-and-AI-Engagement,67,36
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/Manufacturing/Readme-shell.md,46,18
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric2.0/fabric/Readme-shell.md,43,17
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric/fabric,38,10
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main,30,10
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/Manufacturing,27,8
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/microsoft/Azure-Analytics-and-AI-Engagement,26,8
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric2.0/fabric,26,5
/microsoft/Azure-Analytics-and-AI-Engagement/issues/117,24,21
