time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-27 00:00:00+00:00,4.0,3.0,102,31
2024-06-28 00:00:00+00:00,3.0,3.0,23,10
2024-06-29 00:00:00+00:00,1.0,1.0,49,7
2024-06-30 00:00:00+00:00,4.0,3.0,6,3
2024-07-01 00:00:00+00:00,3.0,2.0,43,9
2024-07-02 00:00:00+00:00,4.0,4.0,53,7
2024-07-03 00:00:00+00:00,2.0,2.0,106,10
2024-07-04 00:00:00+00:00,1.0,1.0,89,20
2024-07-05 00:00:00+00:00,4.0,2.0,142,11
2024-07-06 00:00:00+00:00,2.0,2.0,11,7
2024-07-07 00:00:00+00:00,2.0,2.0,46,12
2024-07-08 00:00:00+00:00,1.0,1.0,40,8
2024-07-09 00:00:00+00:00,2.0,2.0,83,14
2024-07-10 00:00:00+00:00,,,93,8
