time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-06 00:00:00+00:00,8,6,99,24
2025-02-07 00:00:00+00:00,14,9,215,29
2025-02-08 00:00:00+00:00,8,7,3,3
2025-02-09 00:00:00+00:00,19,9,24,4
2025-02-10 00:00:00+00:00,12,9,75,22
2025-02-11 00:00:00+00:00,7,6,97,33
2025-02-12 00:00:00+00:00,12,8,99,40
2025-02-13 00:00:00+00:00,16,11,131,40
2025-02-14 00:00:00+00:00,8,6,215,31
2025-02-15 00:00:00+00:00,12,7,23,7
2025-02-16 00:00:00+00:00,9,8,20,9
2025-02-17 00:00:00+00:00,14,9,163,30
2025-02-18 00:00:00+00:00,13,12,175,34
2025-02-19 00:00:00+00:00,10,6,136,25
