url_path,views_total,views_unique
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric/fabric/Readme-shell.md,92,32
/microsoft/Azure-Analytics-and-AI-Engagement/blob/ignite-lab/ignite/Readme-Shell.md,73,15
/microsoft/Azure-Analytics-and-AI-Engagement,72,33
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/microsoft/Azure-Analytics-and-AI-Engagement,27,8
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/CDP-Retail/HOL-step-by-step.md,23,3
/microsoft/Azure-Analytics-and-AI-Engagement/blob/healthcare/HealthCare/License.md,22,8
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/Manufacturing,21,8
/microsoft/Azure-Analytics-and-AI-Engagement/pulls,17,4
/microsoft/Azure-Analytics-and-AI-Engagement/blob/e1a37c335105d679096fc9c780b03c46cf4ab625/retail/artifacts/amlnotebooks/Config.py,13,7
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric2.0/fabric/Readme-shell.md,13,4
