time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-16 00:00:00+00:00,6,5,20,10
2024-05-17 00:00:00+00:00,11,6,23,12
2024-05-18 00:00:00+00:00,6,5,27,4
2024-05-19 00:00:00+00:00,8,4,7,5
2024-05-20 00:00:00+00:00,7,6,79,14
2024-05-21 00:00:00+00:00,11,6,120,20
2024-05-22 00:00:00+00:00,10,6,299,33
2024-05-23 00:00:00+00:00,5,4,505,79
2024-05-24 00:00:00+00:00,10,5,243,21
2024-05-25 00:00:00+00:00,8,7,7,5
2024-05-26 00:00:00+00:00,9,5,15,8
2024-05-27 00:00:00+00:00,8,6,252,21
2024-05-28 00:00:00+00:00,4,3,40,20
2024-05-29 00:00:00+00:00,1,1,158,12
