time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-02 00:00:00+00:00,5.0,3.0,98,16
2024-08-03 00:00:00+00:00,1.0,1.0,19,8
2024-08-04 00:00:00+00:00,3.0,3.0,15,5
2024-08-05 00:00:00+00:00,3.0,2.0,269,23
2024-08-06 00:00:00+00:00,2.0,2.0,174,33
2024-08-07 00:00:00+00:00,4.0,4.0,147,20
2024-08-08 00:00:00+00:00,3.0,3.0,92,21
2024-08-09 00:00:00+00:00,3.0,3.0,144,18
2024-08-10 00:00:00+00:00,4.0,4.0,37,8
2024-08-11 00:00:00+00:00,3.0,3.0,17,2
2024-08-12 00:00:00+00:00,3.0,3.0,246,21
2024-08-13 00:00:00+00:00,2.0,2.0,218,24
2024-08-14 00:00:00+00:00,1.0,1.0,65,9
2024-08-15 00:00:00+00:00,,,11,6
