time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-11 00:00:00+00:00,4,3,12,4
2024-05-12 00:00:00+00:00,12,6,12,4
2024-05-13 00:00:00+00:00,11,7,53,14
2024-05-14 00:00:00+00:00,5,4,128,25
2024-05-15 00:00:00+00:00,10,6,190,27
2024-05-16 00:00:00+00:00,6,5,20,10
2024-05-17 00:00:00+00:00,11,6,23,12
2024-05-18 00:00:00+00:00,6,5,27,4
2024-05-19 00:00:00+00:00,8,4,7,5
2024-05-20 00:00:00+00:00,7,6,79,14
2024-05-21 00:00:00+00:00,11,6,120,20
2024-05-22 00:00:00+00:00,10,6,299,33
2024-05-23 00:00:00+00:00,5,4,505,79
2024-05-24 00:00:00+00:00,2,2,242,21
