time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-22 00:00:00+00:00,1,1,89,24
2024-10-23 00:00:00+00:00,2,2,94,21
2024-10-24 00:00:00+00:00,7,4,78,22
2024-10-25 00:00:00+00:00,1,1,130,25
2024-10-26 00:00:00+00:00,3,2,14,6
2024-10-27 00:00:00+00:00,4,3,10,7
2024-10-28 00:00:00+00:00,3,3,178,27
2024-10-29 00:00:00+00:00,3,3,85,23
2024-10-30 00:00:00+00:00,2,2,48,18
2024-10-31 00:00:00+00:00,6,5,25,6
2024-11-01 00:00:00+00:00,4,2,10,7
2024-11-02 00:00:00+00:00,4,4,8,2
2024-11-03 00:00:00+00:00,8,5,45,12
2024-11-04 00:00:00+00:00,4,3,18,15
