time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-13 00:00:00+00:00,8,7,47,15
2025-03-14 00:00:00+00:00,15,10,54,11
2025-03-15 00:00:00+00:00,9,8,11,5
2025-03-16 00:00:00+00:00,14,8,37,8
2025-03-17 00:00:00+00:00,8,5,116,25
2025-03-18 00:00:00+00:00,15,10,150,32
2025-03-19 00:00:00+00:00,11,9,128,20
2025-03-20 00:00:00+00:00,13,11,74,25
2025-03-21 00:00:00+00:00,15,12,60,15
2025-03-22 00:00:00+00:00,12,9,6,4
2025-03-23 00:00:00+00:00,10,8,17,8
2025-03-24 00:00:00+00:00,12,11,92,15
2025-03-25 00:00:00+00:00,7,7,73,13
2025-03-26 00:00:00+00:00,6,6,252,36
