url_path,views_total,views_unique
/microsoft/Azure-Analytics-and-AI-Engagement,112,70
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric/fabric/Readme-shell.md,107,30
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric2.0/fabric/Readme-shell.md,87,39
/microsoft/Azure-Analytics-and-AI-Engagement/tree/microsoftfabric2.0/fabric,33,11
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/CDP-Retail,29,17
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/microsoft/Azure-Analytics-and-AI-Engagement,27,16
/microsoft/Azure-Analytics-and-AI-Engagement/tree/main/Manufacturing,26,14
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/CDP-Retail/artifacts/environment-setup/notebooks/1%20Products%20Recommendation.ipynb,25,4
/microsoft/Azure-Analytics-and-AI-Engagement/blob/main/CDP-Retail/Before-Starting.md,23,16
/microsoft/Azure-Analytics-and-AI-Engagement/blob/microsoftfabric/fabric/fabricSetup.ps1,23,8
