time_iso8601,stars_cumulative
2020-07-15 00:00:00+00:00,2
2020-08-07 00:00:00+00:00,3
2020-08-11 00:00:00+00:00,4
2020-08-16 00:00:00+00:00,5
2020-08-27 00:00:00+00:00,6
2020-08-31 00:00:00+00:00,7
2020-09-10 00:00:00+00:00,8
2020-09-18 00:00:00+00:00,9
2020-09-30 00:00:00+00:00,10
2020-10-07 00:00:00+00:00,11
2020-10-10 00:00:00+00:00,12
2020-10-11 00:00:00+00:00,13
2020-10-14 00:00:00+00:00,14
2020-10-15 00:00:00+00:00,15
2020-10-16 00:00:00+00:00,17
2020-10-28 00:00:00+00:00,18
2020-11-02 00:00:00+00:00,19
2020-11-06 00:00:00+00:00,20
2020-11-10 00:00:00+00:00,21
2020-11-12 00:00:00+00:00,23
2020-11-14 00:00:00+00:00,24
2020-11-17 00:00:00+00:00,25
2020-11-20 00:00:00+00:00,26
2020-11-24 00:00:00+00:00,27
2020-11-25 00:00:00+00:00,28
2020-12-08 00:00:00+00:00,30
2020-12-17 00:00:00+00:00,31
2021-01-16 00:00:00+00:00,32
2021-03-09 00:00:00+00:00,33
2021-03-21 00:00:00+00:00,34
2021-03-30 00:00:00+00:00,35
2021-05-12 00:00:00+00:00,36
2021-05-20 00:00:00+00:00,38
2021-06-02 00:00:00+00:00,39
2021-06-25 00:00:00+00:00,40
2021-06-27 00:00:00+00:00,41
2021-06-30 00:00:00+00:00,42
2021-07-04 00:00:00+00:00,43
2021-08-03 00:00:00+00:00,45
2021-09-06 00:00:00+00:00,46
2021-09-23 00:00:00+00:00,47
2021-09-29 00:00:00+00:00,48
2021-09-30 00:00:00+00:00,49
2021-10-01 00:00:00+00:00,50
2021-10-05 00:00:00+00:00,51
2021-10-21 00:00:00+00:00,52
2021-10-26 00:00:00+00:00,53
2021-10-27 00:00:00+00:00,54
2021-11-01 00:00:00+00:00,55
2021-11-09 00:00:00+00:00,56
2021-11-17 00:00:00+00:00,57
2022-01-02 00:00:00+00:00,58
2022-01-12 00:00:00+00:00,59
2022-01-14 00:00:00+00:00,60
2022-02-28 00:00:00+00:00,61
2022-03-08 00:00:00+00:00,62
2022-03-19 00:00:00+00:00,63
2022-03-23 00:00:00+00:00,64
2022-03-25 00:00:00+00:00,65
2022-03-26 00:00:00+00:00,66
2022-04-05 00:00:00+00:00,67
2022-05-06 00:00:00+00:00,68
2022-05-13 00:00:00+00:00,69
2022-05-18 00:00:00+00:00,70
2022-05-20 00:00:00+00:00,71
2022-05-23 00:00:00+00:00,72
2022-06-06 00:00:00+00:00,73
2022-07-17 00:00:00+00:00,74
2022-07-27 00:00:00+00:00,75
2022-08-01 00:00:00+00:00,76
2022-08-10 00:00:00+00:00,77
2022-09-12 00:00:00+00:00,78
2022-10-31 00:00:00+00:00,79
2022-11-23 00:00:00+00:00,80
2022-11-29 00:00:00+00:00,82
2022-12-15 00:00:00+00:00,83
2023-01-10 00:00:00+00:00,84
2023-02-21 00:00:00+00:00,85
2023-03-30 00:00:00+00:00,86
2023-04-27 00:00:00+00:00,87
2023-04-29 00:00:00+00:00,88
2023-05-07 00:00:00+00:00,89
2023-06-04 00:00:00+00:00,90
2023-06-05 00:00:00+00:00,91
2023-06-17 00:00:00+00:00,92
2023-06-20 00:00:00+00:00,93
2023-07-06 00:00:00+00:00,94
2023-07-14 00:00:00+00:00,95
2023-08-15 00:00:00+00:00,96
2023-09-17 00:00:00+00:00,97
2023-10-07 00:00:00+00:00,98
2023-10-08 00:00:00+00:00,99
2023-10-09 00:00:00+00:00,100
2023-10-14 00:00:00+00:00,101
2023-10-17 00:00:00+00:00,102
2023-10-26 00:00:00+00:00,103
2023-11-04 00:00:00+00:00,105
2023-11-05 00:00:00+00:00,106
2023-11-24 00:00:00+00:00,107
2023-11-30 00:00:00+00:00,108
2023-12-01 00:00:00+00:00,109
2023-12-04 00:00:00+00:00,110
2023-12-09 00:00:00+00:00,111
2023-12-10 00:00:00+00:00,112
2023-12-11 00:00:00+00:00,113
2023-12-15 00:00:00+00:00,114
2023-12-22 00:00:00+00:00,115
2023-12-26 00:00:00+00:00,116
2024-01-03 00:00:00+00:00,117
2024-01-17 00:00:00+00:00,118
2024-02-24 00:00:00+00:00,119
2024-03-07 00:00:00+00:00,120
2024-03-20 00:00:00+00:00,121
2024-03-21 00:00:00+00:00,122
2024-03-23 00:00:00+00:00,123
2024-03-28 00:00:00+00:00,124
2024-04-15 00:00:00+00:00,125
2024-04-17 00:00:00+00:00,126
2024-05-21 00:00:00+00:00,127
2024-05-23 00:00:00+00:00,128
2024-07-05 00:00:00+00:00,129
2024-07-07 00:00:00+00:00,130
2024-07-16 00:00:00+00:00,131
2024-07-22 00:00:00+00:00,132
2024-07-24 00:00:00+00:00,133
2024-08-22 00:00:00+00:00,134
