TransactionId,CustomerId,ProductId,Quantity,Price,TotalAmount,TransactionDate,ProfitAmount,Hour,Minute,StoreId
ea7cb4e4-280c-4cce-9f5c-05c26ac07595,29145924,32,2,77,154,2016-04-27 00:00:00.000,13,15,55,2601
b94d66b1-6489-42e1-9412-7deff4463ad1,40577953,32,2,77,154,2017-10-23 00:00:00.000,10,15,4,771
51fa6fed-b9f5-4ebd-8b75-e9cd06d697bf,16414273,32,2,77,154,2017-04-30 00:00:00.000,23,15,38,1122
be48e2bd-102f-4650-83c5-5f7f0f768ce6,66657373,32,2,77,154,2017-12-25 00:00:00.000,35,15,33,4239
c7898420-2a55-42df-ad22-d272c135bbbc,16227554,32,2,77,154,2015-05-27 00:00:00.000,4,15,59,2273
0b4a9c1a-7df6-4c6a-8741-2433a243cc3c,34022442,32,2,77,154,2019-08-16 00:00:00.000,38,15,30,2962
e012d4f0-9089-40ae-b9ca-afbacb8c58ba,55262200,32,2,77,154,2019-05-15 00:00:00.000,29,15,15,920
7c89753c-8b1a-4e9f-bdf8-a8cedd0cc548,7086748,32,2,77,154,2019-10-07 00:00:00.000,27,15,44,3267
d8207bdc-79fb-48f1-b858-250f44aeb8ba,28549490,32,2,77,154,2018-11-15 00:00:00.000,10,15,10,2929
bed79127-a0c7-47ea-803f-8785c9caf4e6,39170917,32,2,77,154,2018-11-16 00:00:00.000,6,15,14,2706
6b9ae12b-ad3d-4142-abd6-150876a8376c,29880927,32,2,77,154,2017-05-25 00:00:00.000,20,15,48,1210
9de4e779-1c98-47c4-a87c-fea9632a5a42,51787438,32,2,77,154,2018-04-19 00:00:00.000,10,15,9,4874
206f55c0-89d3-4dcd-be0a-935ef6e52492,28158080,32,2,77,154,2018-05-22 00:00:00.000,15,15,55,803
2c87d2d0-ddc7-4cf7-8b6d-f91476b4474d,46740806,32,2,77,154,2015-03-05 00:00:00.000,44,15,18,442
5353ceae-8675-4f16-8479-2b84cbf41dd4,50153320,32,2,77,154,2019-08-02 00:00:00.000,1,15,58,258
b35a1f9c-8118-4804-b9c4-0a20bbb8e62f,32373798,32,2,77,154,2018-06-23 00:00:00.000,40,15,10,5916
dcf072d0-b647-49a8-9ee2-9e6c9784282b,9546048,32,2,77,154,2016-01-10 00:00:00.000,9,15,38,5177
a3c71999-6015-4cd6-803d-e7ce75af9123,23932267,32,2,77,154,2016-02-20 00:00:00.000,27,15,18,1100
560472f5-8e8a-4988-8cc4-9ab883a11dff,48319600,32,2,77,154,2019-08-12 00:00:00.000,41,15,26,4595
2c57dc93-d100-4387-816c-41fd1fa7a782,48312165,32,2,77,154,2017-07-18 00:00:00.000,30,15,30,3183
a56a45e0-bba6-49f1-bb81-dfd889961071,66521337,32,2,77,154,2015-11-22 00:00:00.000,9,15,21,2463
70d67a8a-7c1f-45fc-8c39-2cd47d31f087,39579858,32,2,77,154,2018-04-06 00:00:00.000,4,15,38,2961
5f811eb2-0856-4b49-af0f-9e8bd3e59595,11809493,32,2,77,154,2015-11-23 00:00:00.000,33,15,55,1596
ebec6820-84cb-4e82-85f2-e1f1bb8f240c,16735612,32,2,77,154,2016-09-25 00:00:00.000,7,15,32,1322
0c35ba0e-798e-47d7-901b-24f09c5041cd,51028811,32,2,77,154,2019-03-12 00:00:00.000,4,15,52,4627
f0dbf192-4f75-47d6-a5ed-4c3f8daa8eb5,24202097,32,2,77,154,2019-07-05 00:00:00.000,7,15,41,5824
b0fa4cc0-79b2-43d9-a6d5-ea1320eef16b,3273694,32,2,77,154,2015-09-23 00:00:00.000,7,15,1,3171
65cb6af0-fa1f-4cc1-945c-835cce6a0060,51391378,32,2,77,154,2019-09-03 00:00:00.000,21,15,9,3542
e567ba80-f6c5-44a9-baae-177231aa5580,13166948,32,2,77,154,2015-06-04 00:00:00.000,41,15,47,5690
4fab412e-2476-426c-baee-c1816463dd64,40790518,32,2,77,154,2015-10-20 00:00:00.000,7,15,18,3801
72686f9a-05c7-4fb4-8b00-4a3e85536ff6,47264991,32,2,77,154,2018-04-06 00:00:00.000,18,15,5,5706
d580299c-2456-419e-baa5-ce7be88072bd,3876162,32,2,77,154,2019-04-30 00:00:00.000,33,15,45,4285
5cd4c21c-d977-4c4d-a957-36a9836eb50d,24997020,32,2,77,154,2017-11-14 00:00:00.000,15,15,8,4304
5254508d-8d50-46f1-99ab-2980da99d213,28833052,32,2,77,154,2019-11-26 00:00:00.000,9,15,30,281
45c6ae38-a796-4f3d-8000-5b22e92408d7,13581647,32,2,77,154,2019-11-22 00:00:00.000,18,15,59,5953
