"datetime","machineID","errorID"
2015-01-06 03:00:00,1,"error3"
2015-02-03 06:00:00,1,"error4"
2015-02-21 11:00:00,1,"error1"
2015-02-21 16:00:00,1,"error2"
2015-03-20 06:00:00,1,"error1"
2015-04-04 06:00:00,1,"error5"
2015-05-04 06:00:00,1,"error4"
2015-05-19 06:00:00,1,"error2"
2015-05-19 06:00:00,1,"error3"
2015-06-03 06:00:00,1,"error5"
2015-06-18 06:00:00,1,"error2"
2015-06-18 06:00:00,1,"error3"
2015-08-02 06:00:00,1,"error4"
2015-08-02 06:00:00,1,"error5"
2015-10-31 06:00:00,1,"error5"
2015-11-15 06:00:00,1,"error1"
2015-12-15 06:00:00,1,"error5"
2015-01-31 06:00:00,2,"error2"
2015-01-31 06:00:00,2,"error3"
2015-04-01 06:00:00,2,"error2"
2015-04-01 06:00:00,2,"error3"
2015-04-16 06:00:00,2,"error1"
2015-04-28 05:00:00,2,"error4"
2015-05-26 15:00:00,2,"error1"
2015-05-31 06:00:00,2,"error2"
2015-05-31 06:00:00,2,"error3"
2015-08-14 06:00:00,2,"error1"
2015-09-28 06:00:00,2,"error1"
2015-01-06 06:00:00,3,"error1"
2015-02-20 06:00:00,3,"error2"
2015-02-20 06:00:00,3,"error3"
2015-02-22 04:00:00,3,"error4"
2015-03-22 06:00:00,3,"error1"
2015-05-04 17:00:00,3,"error1"
2015-06-14 16:00:00,3,"error1"
2015-06-20 06:00:00,3,"error2"
2015-06-20 06:00:00,3,"error3"
2015-07-18 08:00:00,3,"error5"
2015-12-21 07:00:00,3,"error3"
2015-02-09 06:00:00,4,"error2"
2015-02-09 06:00:00,4,"error3"
2015-03-26 06:00:00,4,"error2"
2015-03-26 06:00:00,4,"error3"
2015-04-28 12:00:00,4,"error4"
2015-05-10 06:00:00,4,"error2"
2015-05-10 06:00:00,4,"error3"
2015-06-09 06:00:00,4,"error2"
2015-06-09 06:00:00,4,"error3"
2015-07-09 17:00:00,4,"error2"
2015-08-23 06:00:00,4,"error2"
2015-08-23 06:00:00,4,"error3"
2015-10-15 09:00:00,4,"error4"
2015-12-06 06:00:00,4,"error1"
2015-04-08 03:00:00,5,"error1"
2015-04-20 06:00:00,5,"error4"
2015-06-04 06:00:00,5,"error4"
2015-06-19 06:00:00,5,"error2"
2015-06-19 06:00:00,5,"error3"
2015-07-04 06:00:00,5,"error1"
2015-08-06 08:00:00,5,"error2"
2015-08-14 05:00:00,5,"error2"
2015-09-17 06:00:00,5,"error2"
2015-09-17 06:00:00,5,"error3"
2015-10-02 06:00:00,5,"error4"
2015-10-17 06:00:00,5,"error2"
2015-10-17 06:00:00,5,"error3"
2015-11-11 14:00:00,5,"error1"
2015-11-23 12:00:00,5,"error2"
2015-12-01 06:00:00,5,"error4"
2015-12-06 03:00:00,5,"error1"
2015-02-05 16:00:00,6,"error1"
2015-07-14 17:00:00,6,"error2"
2015-08-04 01:00:00,6,"error5"
2015-08-06 06:00:00,6,"error1"
2015-11-07 18:00:00,6,"error1"
2015-11-08 07:00:00,6,"error3"
2015-11-13 03:00:00,6,"error2"
2015-12-31 05:00:00,6,"error1"
2015-01-16 06:00:00,7,"error2"
2015-01-16 06:00:00,7,"error3"
2015-01-31 06:00:00,7,"error1"
2015-02-12 14:00:00,7,"error3"
2015-04-16 06:00:00,7,"error1"
2015-04-16 06:00:00,7,"error5"
2015-05-01 06:00:00,7,"error2"
2015-05-01 06:00:00,7,"error3"
2015-05-31 06:00:00,7,"error2"
2015-05-31 06:00:00,7,"error3"
2015-06-30 06:00:00,7,"error2"
2015-06-30 06:00:00,7,"error3"
2015-07-30 06:00:00,7,"error1"
2015-08-29 06:00:00,7,"error2"
2015-08-29 06:00:00,7,"error3"
2015-09-28 10:00:00,7,"error5"
2015-10-15 13:00:00,7,"error2"
2015-10-28 06:00:00,7,"error2"
2015-10-28 06:00:00,7,"error3"
2015-10-28 06:00:00,7,"error5"
2015-10-28 10:00:00,7,"error2"
2015-12-13 11:00:00,7,"error1"
2015-01-03 06:00:00,8,"error2"
2015-01-03 06:00:00,8,"error3"
2015-01-17 05:00:00,8,"error5"
2015-01-23 15:00:00,8,"error3"
