117,outdoorentertainment,2015-11-24 19:41:05.0000000
118,outdoorentertainment,2015-11-24 19:50:18.0000000
119,outdoorentertainment,2015-11-24 20:07:14.0000000
120,family,2015-11-24 20:39:32.0000000
121,outdoorentertainment,2015-11-24 20:41:44.0000000
122,outdoorentertainment,2015-11-24 20:46:48.0000000
123,outdoorentertainment,2015-11-24 20:52:15.0000000
124,outdoorentertainment,2015-11-24 20:53:06.0000000
125,outdoorentertainment,2015-11-24 21:39:28.0000000
126,family,2015-11-24 22:07:41.0000000
127,family,2015-11-24 22:09:24.0000000
128,family,2015-11-24 22:10:25.0000000
129,0cc4dc7207fc483e9a34a7b1cb8e14b1,2015-11-25 14:12:23.0000000
130,outdoorentertainment,2015-11-25 14:13:53.0000000
131,outdoorentertainment,2015-11-25 14:14:06.0000000
132,outdoorentertainment,2015-11-25 14:14:19.0000000
133,outdoorentertainment,2015-11-25 14:14:42.0000000
134,family,2015-11-25 14:14:53.0000000
135,outdoorentertainment,2015-11-25 15:49:04.0000000
136,outdoorentertainment,2015-11-25 16:20:47.0000000
137,family,2015-11-25 16:20:57.0000000
138,outdoorentertainment,2015-11-25 16:21:07.0000000
139,outdoorentertainment,2015-11-25 20:26:32.0000000
140,family,2015-11-25 20:26:42.0000000
141,outdoorentertainment,2015-11-25 22:29:24.0000000
142,onvacation,2015-11-25 22:29:32.0000000
143,personal,2015-11-25 22:29:40.0000000
144,family,2015-11-25 22:29:48.0000000
145,outdoorentertainment,2015-11-25 22:29:56.0000000
146,onvacation,2015-11-25 22:30:04.0000000
147,personal,2015-11-25 22:30:12.0000000
148,family,2015-11-25 22:30:20.0000000
149,outdoorentertainment,2015-11-25 22:30:28.0000000
150,onvacation,2015-11-25 22:30:37.0000000
151,personal,2015-11-25 22:30:45.0000000
152,outdoorentertainment,2015-11-27 10:13:43.0000000
153,personal,2015-11-27 10:13:51.0000000
154,outdoorentertainment,2015-11-27 10:13:59.0000000
155,personal,2015-11-27 10:14:07.0000000
156,outdoorentertainment,2015-11-27 10:15:50.0000000
157,personal,2015-11-27 10:53:40.0000000
158,outdoorentertainment,2015-11-27 10:59:30.0000000
159,onvacation,2015-11-27 10:59:43.0000000
160,outdoorentertainment,2015-11-27 10:59:51.0000000
161,onvacation,2015-11-27 10:59:59.0000000
162,outdoorentertainment,2015-11-27 11:00:07.0000000
163,outdoorentertainment,2015-11-29 09:23:04.0000000
164,onvacation,2015-11-29 09:23:12.0000000
165,personal,2015-11-29 09:23:20.0000000
166,outdoorentertainment,2015-11-29 09:27:27.0000000
167,outdoorentertainment,2015-11-29 14:39:18.0000000
168,outdoorentertainment,2015-11-29 16:01:44.0000000
169,onvacation,2015-11-29 16:01:52.0000000
170,outdoorentertainment,2015-11-29 16:06:25.0000000
171,onvacation,2015-11-29 16:06:33.0000000
172,onvacation,2015-11-29 16:06:41.0000000
173,personal,2015-11-29 16:06:49.0000000
174,outdoorentertainment,2015-11-29 16:19:21.0000000
175,onvacation,2015-11-29 16:19:29.0000000
176,outdoorentertainment,2015-11-30 00:10:07.0000000
177,outdoorentertainment,2015-11-30 00:54:42.0000000
178,onvacation,2015-11-30 00:54:50.0000000
179,outdoorentertainment,2015-11-30 00:54:58.0000000
180,onvacation,2015-11-30 00:55:06.0000000
181,outdoorentertainment,2015-11-30 09:25:50.0000000
182,onvacation,2015-11-30 09:42:11.0000000
183,personal,2015-11-30 09:42:19.0000000
184,family,2015-11-30 09:42:28.0000000
185,outdoorentertainment,2015-11-30 09:42:36.0000000
186,onvacation,2015-11-30 09:42:44.0000000
187,outdoorentertainment,2015-11-30 13:39:43.0000000
188,onvacation,2015-11-30 13:39:51.0000000
189,family,2015-11-30 14:39:30.0000000
190,outdoorentertainment,2015-11-30 17:52:49.0000000
191,outdoorentertainment,2015-11-30 18:52:06.0000000
192,onvacation,2015-11-30 18:52:14.0000000
193,outdoorentertainment,2015-11-30 19:32:32.0000000
194,onvacation,2015-11-30 19:32:40.0000000
195,personal,2015-11-30 19:32:48.0000000
196,family,2015-11-30 19:32:56.0000000
197,outdoorentertainment,2015-11-30 19:33:04.0000000
198,onvacation,2015-11-30 19:33:12.0000000
199,personal,2015-11-30 19:33:21.0000000
200,family,2015-11-30 19:33:29.0000000
201,outdoorentertainment,2015-11-30 19:33:37.0000000
202,onvacation,2015-11-30 19:33:45.0000000
203,personal,2015-11-30 19:33:53.0000000
204,family,2015-11-30 19:34:01.0000000
205,outdoorentertainment,2015-11-30 19:34:09.0000000
206,onvacation,2015-11-30 19:34:17.0000000
207,personal,2015-11-30 19:34:25.0000000
208,family,2015-11-30 19:34:33.0000000
209,outdoorentertainment,2015-11-30 19:34:41.0000000
210,onvacation,2015-11-30 19:34:49.0000000
211,personal,2015-11-30 19:34:57.0000000
212,family,2015-11-30 19:35:05.0000000
213,outdoorentertainment,2015-11-30 19:35:13.0000000
214,onvacation,2015-11-30 19:35:21.0000000
215,personal,2015-11-30 19:35:29.0000000
216,family,2015-11-30 19:35:37.0000000
217,outdoorentertainment,2015-11-30 19:35:45.0000000
