7,1,$0 - $100,33.5,1,0,Surburban,0,Web,Mens E-Mail,0,0,"$2,793.",2,Electronics,2014-03-01 00:00:00.0000000,Get Sporty,North and Central America,Gen Y (80 – 2000s),Female,Opens
8,5,$500 - $750,67.4,1,0,Surburban,0,Web,Mens E-Mail,0,0,"$1,578.",2,Electronics,2014-03-01 00:00:00.0000000,Get Sporty,South America,Gen Y (80 – 2000s),Other,Opens
11,1,$0 - $100,223.39,1,0,Rural,1,Phone,Womens E-Mail,0,0,$773.,4,Apparel and Footwear,2014-03-01 00:00:00.0000000,Spring Summer Collection,Asia Pacific,Gen X (60 – 80s),Female,Opens
2,3,$200 - $350,39.78,0,1,Surburban,0,Web,Mens E-Mail,0,0,$951.,3,Team Sports,2014-03-02 00:00:00.0000000,Seasonal,South America,Gen X (60 – 80s),Male,Clicks
9,2,$100 - $200,39.83,0,1,Urban,1,Phone,Mens E-Mail,1,0,"$1,385.",3,Team Sports,2014-03-07 00:00:00.0000000,Seasonal,South America,Gen Z (2000s - now),Other,Opens
4,1,$0 - $100,84.17,1,0,Urban,1,Web,Womens E-Mail,0,0,$862.,4,Apparel and Footwear,2014-03-29 00:00:00.0000000,Spring Summer Collection,North and Central America,Gen Z (2000s - now),Female,Clicks
10,1,$0 - $100,181.98,0,1,Urban,1,Web,Mens E-Mail,0,0,$490.,3,Team Sports,2014-03-31 00:00:00.0000000,Seasonal,North and Central America,Baby Boomers (45 – 60s),Male,Opens
12,3,$200 - $350,160.04,1,0,Rural,0,Web,Mens E-Mail,0,0,"$2,055.",2,Electronics,2014-04-03 00:00:00.0000000,Get Sporty,North and Central America,Gen Y (80 – 2000s),Male,Clicks
2,2,$100 - $200,612.28,1,0,Surburban,1,Phone,Womens E-Mail,0,0,$420.,4,Apparel and Footwear,2014-04-10 00:00:00.0000000,Spring Summer Collection,South America,Baby Boomers (45 – 60s),Female,Clicks
1,4,$350 - $500,354.03,1,0,Urban,0,Web,Mens E-Mail,0,0,$583.,2,Electronics,2014-04-17 00:00:00.0000000,Get Sporty,Europe,Gen X (60 – 80s),Male,Opens
7,3,$200 - $350,435.73,0,1,Urban,1,Web,Web Only,0,0,"$1,095.",5,Furniture,2014-04-22 00:00:00.0000000,Enjoy the Moment,Europe,Gen Y (80 – 2000s),Female,Clicks
1,2,$100 - $200,229.53,1,0,Surburban,0,Web,Mens E-Mail,1,0,$752.,2,Electronics,2014-05-22 00:00:00.0000000,Get Sporty,North and Central America,Gen X (60 – 80s),Female,Clicks
2,5,$500 - $750,84.49,0,1,Urban,1,Web,Web Only,0,0,"$1,368.",5,Furniture,2014-06-18 00:00:00.0000000,Enjoy the Moment,North and Central America,Gen Z (2000s - now),Female,Clicks
1,1,$0 - $100,139.83,1,0,Urban,1,Phone,Mens E-Mail,0,0,"$2,416.",2,Electronics,2014-06-20 00:00:00.0000000,Get Sporty,Asia Pacific,Gen Y (80 – 2000s),Other,Clicks
4,6," $750 - $1,000",253.06,0,1,Surburban,0,Phone,Womens E-Mail,0,0,"$1,239.",1,Décor,2014-06-22 00:00:00.0000000,Fall Winter Collection,North and Central America,Gen Z (2000s - now),Female,Clicks
3,3,$200 - $350,39.52,1,0,Surburban,1,Phone,Mens E-Mail,0,0,$316.,2,Electronics,2014-07-30 00:00:00.0000000,Get Sporty,Europe,Baby Boomers (45 – 60s),Female,Clicks
1,1,$0 - $100,206.8,1,0,Surburban,0,Phone,Womens E-Mail,0,0,$952.,4,Apparel and Footwear,2014-08-06 00:00:00.0000000,Spring Summer Collection,North and Central America,Gen X (60 – 80s),Female,Clicks
10,2,$100 - $200,162.59,0,1,Urban,0,Phone,Mens E-Mail,1,0,"$1,204.",3,Team Sports,2014-08-10 00:00:00.0000000,Seasonal,North and Central America,Gen Y (80 – 2000s),Other,Opens
3,1,$0 - $100,968.65,1,1,Surburban,1,Web,Womens E-Mail,0,0,$406.,5,Furniture,2014-08-11 00:00:00.0000000,Enjoy the Moment,Europe,Gen Z (2000s - now),Male,Clicks
7,3,$200 - $350,481.56,1,0,Surburban,0,Web,Mens E-Mail,0,0,$463.,2,Electronics,2014-08-12 00:00:00.0000000,Get Sporty,Asia Pacific,Gen Z (2000s - now),Female,Clicks
8,1,$0 - $100,29.99,1,0,Surburban,1,Web,Womens E-Mail,0,0,$914.,4,Apparel and Footwear,2014-08-29 00:00:00.0000000,Spring Summer Collection,Europe,Gen Z (2000s - now),Male,Clicks
10,3,$200 - $350,1167.93,1,1,Rural,1,Web,Womens E-Mail,0,0,$957.,5,Furniture,2014-09-19 00:00:00.0000000,Enjoy the Moment,South America,Gen X (60 – 80s),Male,Clicks
2,1,$0 - $100,616.73,0,1,Urban,1,Web,Mens E-Mail,0,0,$250.,3,Team Sports,2014-10-11 00:00:00.0000000,Seasonal,Asia Pacific,Baby Boomers (45 – 60s),Female,Opens
4,1,$0 - $100,48.32,0,1,Urban,0,Web,Web Only,0,0,"$1,159.",5,Furniture,2014-10-17 00:00:00.0000000,Enjoy the Moment,Europe,Gen Z (2000s - now),Male,Opens
