1,1,Youth
2,2,Youth
3,3,Youth
4,4,Youth
5,5,Youth
6,6,Youth
7,7,Youth
8,8,Youth
9,9,Youth
10,10,Youth
11,11,GenZ
12,12,GenZ
13,13,GenZ
14,14,GenZ
15,15,GenZ
16,16,GenZ
17,17,GenZ
18,18,GenZ
19,19,GenZ
20,20,GenZ
21,21,GenY
22,22,GenY
23,23,GenY
24,24,GenY
25,25,GenY
26,26,GenY
27,27,GenY
28,28,GenY
29,29,GenY
30,30,GenY
31,31,GenY
32,32,GenY
33,33,GenY
34,34,GenY
35,35,GenY
36,36,GenY
37,37,GenY
38,38,GenY
39,39,GenY
40,40,GenY
41,41,GenX
42,42,GenX
43,43,GenX
44,44,GenX
45,45,GenX
46,46,GenX
47,47,GenX
48,48,GenX
49,49,GenX
50,50,GenX
51,51,GenX
52,52,GenX
53,53,GenX
54,54,GenX
55,55,GenX
56,56,GenX
57,57,Boomers
58,58,Boomers
59,59,Boomers
60,60,Boomers
61,61,Boomers
62,62,Boomers
63,63,Boomers
64,64,Boomers
65,65,Boomers
66,66,Boomers
67,67,Boomers
68,68,Boomers
69,69,Boomers
70,70,Boomers
71,71,Boomers
72,72,Boomers
73,73,Boomers
74,74,Boomers
75,75,Boomers
76,76,Boomers
77,77,Boomers
78,78,Boomers
79,79,Boomers
80,80,Boomers
81,81,Boomers
82,82,Boomers
83,83,Boomers
84,84,Boomers
85,85,Boomers
86,86,Boomers
87,87,Boomers
88,88,Boomers
89,89,Boomers
90,90,Boomers
91,91,Boomers
92,92,Boomers
93,93,Boomers
94,94,Boomers
95,95,Boomers
96,96,Boomers
97,97,Boomers
98,98,Boomers
99,99,Boomers
100,100,Boomers
