Symbol,Name,Url,Date_Published,Description,Sentiment,Positive_Score,Negative_Score,Neutral_Score
GIS,"To address racial inequity, many leaders are starting with a map",https://gcn.com/articles/2021/03/11/gis-racial-inequity.aspx,2021-03-11T22:02:00.0000000Z,"GIS helps policymakers visualize inequality and identify where community needs are greatest, prodding society to more equitable outcomes.",positive,0.9,0.02,0.08
GIS,Scientists develop novel gene editor to correct disease-causing mutations,https://phys.org/news/2021-03-scientists-gene-editor-disease-causing-mutations.html,2021-03-11T17:36:00.0000000Z,"A team of researchers from the Agency for Science, Technology and Research's (A*STAR) Genome Institute of Singapore (GIS) have developed a CRISPR-based gene editor, C-to-G Base Editor (CGBE), to correct mutations that cause genetic disorders.",positive,0.81,0.06,0.13
GIS,Singapore scientists develop novel gene editor to correct disease-causing mutations,https://www.eurekalert.org/pub_releases/2021-03/afst-ssd031121.php,2021-03-11T16:20:00.0000000Z,The Genome Institute of Singapore (GIS) has developed a CRISPR-based gene editor to correct mutations that cause genetic disorders. The C-to-G Base Editor (CGBE) by GIS advances the widely adopted CRISPR-Cas9 technology to enable molecular surgery on the human genome.,neutral,0.04,0.02,0.94
GIS,Novel CRISPR-based gene editor developed to correct mutations that cause genetic disorders,https://www.news-medical.net/news/20210311/Novel-CRISPR-based-gene-editor-developed-to-correct-mutations-that-cause-genetic-disorders.aspx,2021-03-11T18:27:00.0000000Z,"A team of researchers from the Agency for Science, Technology and Research's (A*STAR) Genome Institute of Singapore have developed a CRISPR-based gene editor, C-to-G Base Editor (CGBE), to correct mutations that cause genetic disorders.",neutral,0.02,0.02,0.96
GIS,Property Consultancy Addresses COVID Challenges using thinkWhere Web Mapping Technology,https://www.directionsmag.com/pressrelease/10597,2021-03-11T17:11:00.0000000Z,"Galbraith, a leading independent property consultancy, is transforming the way it accesses and shares business critical information in response to the challenges of remote working, furloughed staff and changing COVID legislation.",neutral,0.03,0.19,0.78
GIS,Foxtrot Tango Alpha,https://eastbayexpress.com/foxtrot-tango-alpha/,2021-03-11T21:16:00.0000000Z,"Irish crime pic must-avoid (Pixie). The Vietnam War (1955-75) was different than today’s modern American military conflicts. There was a national draft to raise troops, […]",negative,0.0,1.0,0.0
GIS,Little that Alberta First Nation can do as logging company destroys part of 'protected' ancestral trail,https://nationalpost.com/news/canada/logging-company-clears-cree-nations-ancestral-trail-without-recourse,2021-03-11T22:50:00.0000000Z,"Author: Janelle Marie Baker, Assistant Professor, Anthropology, Athabasca University Last summer, a logging company, cleared approximately 1,200 metres of an Indigenous ancestral trail in Bigstone Cree Nation territory,",neutral,0.0,0.0,1.0
GIS,ProStar Partners with Bad Elf to Expand Hardware Integration Base,https://finance.yahoo.com/news/prostar-partners-bad-elf-expand-151500923.html,2021-03-11T15:15:00.0000000Z,"\"ProStar Holdings Inc (\"\"ProStar\"\" or the \"\"Company\"\") (TSXV: MAPS) (FSE: 5D00)",a world leader in Precision Mapping Solutions™ and Bad Elf have partnered to produce an affordable,lightweight,"and intuitive solution designed to gather the precise location of surface and subsurface utility data.\"",neutral
GIS,Former employee of German government convicted of spying for Egypt,https://www.al-monitor.com/pulse/originals/2021/03/german-government-employee-spy-egypt-gis-press-office-amin-k.html,2021-03-11T06:57:00.0000000Z,The former worker in Germany's press office passed information to Egypt's General Intelligence Service in exchange for the service helping his family in Egypt.,neutral,0.07,0.01,0.92
GIS,New Tech Helps Public Health Agencies Equitably Distribute COVID-19 Vaccine to Communities in Need,https://finance.yahoo.com/news/tech-helps-public-health-agencies-140000476.html,2021-03-11T06:00:00.0000000Z,"Juvare, the leader in crisis and emergency management technology, is adding to its support of COVID-19 vaccination efforts with RE-PLAN, a dynamic vaccination POD planning application that helps public health agencies ensure the timely availability of vaccines for communities in need.",neutral,0.01,0.01,0.98
GIS,Top mining company Exxaro achieves efficient productivity through connectivity,https://mybroadband.co.za/news/industrynews/389160-top-mining-company-exxaro-achieves-efficient-productivity-through-connectivity.html,2021-03-11T09:52:00.0000000Z,"With Huawei, Exxaro upgraded its software-deﬁned WAN (SD-WAN) to improve operation efficiency in the mining area.",neutral,0.22,0.24,0.54
GIS,Real-time eye on borders,https://timesofindia.indiatimes.com/readersblog/banters-of-jay/real-time-eye-on-borders-30246/,2021-03-11T08:51:00.0000000Z,Now as time passing the government adopting the latest technology to keep the borders safe and the Indian Space Research Organisation (ISRO) is helping with their new innovations and secure system. This month ISRO is planning to launch a satellite that will provide real-time data in the form of images which will be quite clear.,neutral,0.12,0.01,0.87
GIS,Logging company clears Cree Nations ancestral trail without recourse,https://nationalpost.com/pmn/news-pmn/logging-company-clears-cree-nations-ancestral-trail-without-recourse,2021-03-11T16:32:00.0000000Z,"Author: Janelle Marie Baker, Assistant Professor, Anthropology, Athabasca University Last summer, a logging company, cleared approximately 1,200 metres of an Indigenous ancestral trail in Bigstone Cree Nation territory,",neutral,0.0,0.0,1.0
GIS,Innovyze Founder Paul Boulos Discusses Why Firms Should Create New Tech,https://www.enr.com/articles/51361-innovyze-founder-paul-boulos-discusses-why-firms-should-create-new-tech,2021-03-11T12:19:00.0000000Z,"They represent the future across all asset-intensive industry sectors. For example, integrating them with BIM and GIS will help optimize the way all civil engineering infrastructures (e.g., buildings, facilities, roads, bridges) are managed and enable the ...",positive,0.5,0.02,0.48
GIS,SEC’s online filing facility going live,https://business.inquirer.net/319257/secs-online-filing-facility-going-live,2021-03-11T00:27:00.0000000Z,The online submission tool (OST) of the Securities and Exchange Commission (SEC)—which all corporations and partnerships are mandated to use to comply with their reportorial requirements—is set to,neutral,0.01,0.05,0.94
GIS,"Marathon Gold Reports First 2021 Exploration Drill Results from the Valentine Gold Project, NL",https://markets.businessinsider.com/news/stocks/marathon-gold-reports-first-2021-exploration-drill-results-from-the-valentine-gold-project-nl-1030172907,2021-03-11T12:58:00.0000000Z,"Marathon Gold Corporation (“Marathon” or the “Company”; TSX: MOZ) is pleased to report results from the first drill holes completed under the 2021 exploration program at the Valentine Gold Project, central Newfoundland (the “Project”).",positive,0.64,0.0,0.36
GIS,Asheville council members express concern about award-winning Equity Office,https://www.msn.com/en-us/finance/news/asheville-council-members-express-concern-about-award-winning-equity-office/ar-BB1etK2F,2021-03-11T11:02:02.0000000Z,Asheville's new Office of Equity and Inclusion has gained national recognition. But concerns continue to be raised about staffing and support of the city manager.,negative,0.29,0.54,0.17
GIS,ORSAC develops Know Your Location app,https://www.dailypioneer.com/2021/state-editions/orsac-develops-know-your-location-app.html,2021-03-11T18:58:00.0000000Z,"The Odisha Space Application Center (ORSAC) has already developed the ‘Odisha KYL’ (Know Your Location) mobile app and it has geo-referenced and geo-tagged location data of 'Odisha 4K Geo’. The user by opening the app in his mobile can know his own location including name of the district,",neutral,0.0,0.16,0.84
GIS,New Solar Roadmap Shows How Long Island Can Produce More Electricity Than the Region Uses Each Year,https://www.nature.org/en-us/newsroom/ny-long-island-solar-roadmap/,2021-03-11T08:02:00.0000000Z,"Huge potential exists for developing clean energy in areas that have been built on before, such as commercial building rooftops, parking lots, and capped landfills.",positive,0.88,0.0,0.12
