"Default Category/Collections/Performance Fabrics,Default Category",guess m blue,1,Contoso-1
"Default Category/Collections/Performance Fabrics,Default Category",polo x blue,2,Contoso-2
"Default Category/Collections/Performance Fabrics,Default Category",guess xl black,3,Contoso-3
"Default Category/Collections/Performance Fabrics,Default Category",polo m black,4,Contoso-4
"Default Category/Collections/Performance Fabrics,Default Category",tommy m black,5,Contoso-5
"Default Category/Collections/Performance Fabrics,Default Category",nike xl pink,6,Contoso-6
"Default Category/Collections/Performance Fabrics,Default Category",tommy x green,7,Contoso-7
"Default Category/Collections/Performance Fabrics,Default Category",ck xl pink,8,Contoso-8
"Default Category/Collections/Performance Fabrics,Default Category",tommy x gray,9,Contoso-9
"Default Category/Collections/Performance Fabrics,Default Category",tommy x blue,10,Contoso-10
"Default Category/Collections/Performance Fabrics,Default Category",tommy xl pink,11,Contoso-11
"Default Category/Collections/Performance Fabrics,Default Category",nike x pink,12,Contoso-12
"Default Category/Collections/Performance Fabrics,Default Category",guess x pink,13,Contoso-13
"Default Category/Collections/Performance Fabrics,Default Category",guess m gray,14,Contoso-14
"Default Category/Collections/Performance Fabrics,Default Category",tommy xl green,15,Contoso-15
"Default Category/Collections/Performance Fabrics,Default Category",tommy m gray,16,Contoso-16
"Default Category/Collections/Performance Fabrics,Default Category",puma m pink,17,Contoso-17
"Default Category/Collections/Performance Fabrics,Default Category",nike xl white,18,Contoso-18
"Default Category/Collections/Performance Fabrics,Default Category",levis x green,19,Contoso-19
"Default Category/Collections/Performance Fabrics,Default Category",guess m gray,20,Contoso-20
"Default Category/Collections/Performance Fabrics,Default Category",polo xl pink,21,Contoso-21
"Default Category/Collections/Performance Fabrics,Default Category",tommy m blue,22,Contoso-22
"Default Category/Collections/Performance Fabrics,Default Category",nike x white,23,Contoso-23
"Default Category/Collections/Performance Fabrics,Default Category",nike xl green,24,Contoso-24
"Default Category/Collections/Performance Fabrics,Default Category",puma xl blue,25,Contoso-25
"Default Category/Collections/Performance Fabrics,Default Category",nike x green,26,Contoso-26
"Default Category/Collections/Performance Fabrics,Default Category",polo m blue,27,Contoso-27
"Default Category/Collections/Performance Fabrics,Default Category",guess xl gray,28,Contoso-28
"Default Category/Collections/Performance Fabrics,Default Category",ck x white,29,Contoso-29
"Default Category/Collections/Performance Fabrics,Default Category",levis xl white,30,Contoso-30
"Default Category/Collections/Performance Fabrics,Default Category",nike x gray,31,Contoso-31
"Default Category/Collections/Performance Fabrics,Default Category",polo xl blue,32,Contoso-32
"Default Category/Collections/Performance Fabrics,Default Category",polo x pink,33,Contoso-33
"Default Category/Collections/Performance Fabrics,Default Category",ck x blue,34,Contoso-34
"Default Category/Collections/Performance Fabrics,Default Category",nike m pink,35,Contoso-35
"Default Category/Collections/Performance Fabrics,Default Category",polo x gray,36,Contoso-36
"Default Category/Collections/Performance Fabrics,Default Category",tommy xl white,37,Contoso-37
"Default Category/Collections/Performance Fabrics,Default Category",puma xl white,38,Contoso-38
"Default Category/Collections/Performance Fabrics,Default Category",levis xl white,39,Contoso-39
"Default Category/Collections/Performance Fabrics,Default Category",tommy m pink,40,Contoso-40
"Default Category/Collections/Performance Fabrics,Default Category",tommy xl black,41,Contoso-41
"Default Category/Collections/Performance Fabrics,Default Category",guess m green,42,Contoso-42
"Default Category/Collections/Performance Fabrics,Default Category",nike m white,43,Contoso-43
"Default Category/Collections/Performance Fabrics,Default Category",guess m green,44,Contoso-44
"Default Category/Collections/Performance Fabrics,Default Category",levis xl pink,45,Contoso-45
"Default Category/Collections/Performance Fabrics,Default Category",puma m pink,46,Contoso-46
"Default Category/Collections/Performance Fabrics,Default Category",polo xl green,47,Contoso-47
"Default Category/Collections/Performance Fabrics,Default Category",levis x gray,48,Contoso-48
"Default Category/Collections/Performance Fabrics,Default Category",puma x blue,49,Contoso-49
"Default Category/Collections/Performance Fabrics,Default Category",nike m green,50,Contoso-50
"Default Category/Collections/Performance Fabrics,Default Category",tommy m blue,51,Contoso-51
"Default Category/Collections/Performance Fabrics,Default Category",puma x white,52,Contoso-52
"Default Category/Collections/Performance Fabrics,Default Category",levis x white,53,Contoso-53
"Default Category/Collections/Performance Fabrics,Default Category",polo x blue,54,Contoso-54
"Default Category/Collections/Performance Fabrics,Default Category",nike xl pink,55,Contoso-55
"Default Category/Collections/Performance Fabrics,Default Category",levis xl gray,56,Contoso-56
"Default Category/Collections/Performance Fabrics,Default Category",nike xl pink,57,Contoso-57
